0,1,2,3,4,5
-2.3803658,-1.0457331,0.5139595,0.33869296,-0.9023644,-1.7771721
-4.2224655,-1.0348166,0.3874733,-0.87716335,1.0818583,-1.328641
-3.3168116,-1.4664297,-0.47661918,-0.7904612,0.6159979,-0.64131737
-1.2762032,-0.085898526,0.69929504,-1.0517322,1.9421076,0.73590285
-2.6218371,-1.5837302,0.5721442,-1.6930833,-0.9246384,-0.247437
-1.8401663,-1.5539732,0.67578334,-0.5270181,0.980692,-0.8909865
-2.297251,-1.0700778,0.38384014,-0.5575178,1.1636915,0.3741206
0.8702999,0.69811535,4.388944,-0.3776462,2.3891258,-2.3853176
1.6181678,3.4204526,4.5544944,-1.230917,0.22778684,-0.888871
-4.277818,-0.9281982,0.023131683,-0.76952785,-0.596285,-1.5773536
-2.332161,-1.146973,0.49616957,-0.12243428,0.6998049,-0.7548761
-3.138094,-1.5566874,0.050471976,-0.5044852,0.50133693,0.37204817
-0.16104855,-1.4829209,0.8418776,-4.054433,-3.9767354,1.2661386
-2.1814153,8.163217,4.139591,-0.790707,-3.5543108,2.4542902
-2.2847934,3.8004377,-0.30231512,-1.3993087,1.3821005,-1.9971269
-4.1340275,-1.0333571,-0.74768895,-1.6403455,0.15200508,-2.6826553
2.145623,-0.34646848,-1.1959771,-3.0033765,-1.1826478,-0.088800706
-1.0396833,-0.6655922,-0.36374378,-1.9603773,2.1587453,0.031143479
-1.6854433,-1.4873934,1.4217391,1.1135466,0.5844643,0.021712843
-1.9953427,-2.0564756,0.15090697,-1.6380432,0.7780709,-1.045847
0.28323907,2.4602988,-2.8200233,-5.9758863,-0.51220685,1.524593
2.0305822,-2.3807075,0.06724824,-2.9837656,-1.4160136,0.61979985
-0.31116068,-0.67161405,1.2924892,-1.8460637,-0.8212,2.112479
-3.7061987,-1.5814877,0.8459746,-0.84833956,0.80726826,0.21793365
-4.755739,-1.5539109,2.1319292,-0.2670706,-1.1506522,-0.628606
0.5808895,-3.0739386,-1.6143966,-3.6002715,-1.8944436,0.9162914
-3.6192627,0.9842627,1.9106776,-0.41738892,-1.0728614,-0.7582857
-1.813506,-1.0565882,-2.9021916,-3.4979322,-3.4347918,0.052700363
-3.836577,0.42026696,0.055716828,0.77740586,1.1991087,-1.4662329
-1.6120428,4.168826,-0.46891087,-5.711959,2.9870203,3.6316078
-1.1871935,-0.8711232,-0.20152262,-0.3571802,0.78537476,0.5333802
-3.765151,0.6427574,-0.060116038,-1.060012,-0.50470126,-1.766141
-1.5903943,-3.0402946,-2.5276372,-2.7407463,2.470929,0.8304988
-2.3585567,-1.9864508,1.0272182,-1.9989743,-0.2887004,0.9232792
-2.7923207,-1.8677956,-2.4778242,-1.1888115,1.6945776,0.34496814
-2.9313478,-1.3669053,-0.8341728,0.90075076,0.2754343,-0.19477224
-2.8656888,0.764009,1.2117517,-1.8853923,1.0367987,-0.19946927
0.46979022,-3.6248167,-2.4816992,-5.3760333,-1.6808399,2.164695
-2.0494673,-1.294266,0.96898603,1.0558645,-0.14947724,0.5546176
-2.5796535,-1.0849155,-2.0691278,-0.8206861,-0.5983467,-1.7138368
-3.595417,-2.1963494,1.5118253,0.23063491,0.7683817,0.26840115
-2.7935371,-1.881218,-1.247806,-2.9890947,-0.78651893,-0.16904464
-0.8629239,-1.9695165,-0.11483162,-3.9432054,-2.269507,-2.4107893
-0.7639676,-1.6966987,-1.5099356,-2.6549237,-0.73721135,1.0488021
-2.261123,-0.79836667,-0.47191626,-2.8054068,0.47192225,-0.5408065
-0.4501598,0.16149384,0.5135035,-0.0068473667,1.6787077,-1.7218711
-1.9922303,0.084156215,-2.140901,1.7787195,-0.48828632,-1.7331305
-0.46667182,-1.5716424,-1.5901183,-1.1117194,-0.7244158,1.6114664
-0.11111392,0.5319091,0.19885223,-1.3899695,-1.0032462,-1.7765796
-4.930495,-1.2451706,0.35421634,-0.06590302,-0.4322505,-4.0971823
-0.8882549,1.735608,-2.288169,-3.7626967,4.442951,1.9511766
-3.9905155,-0.7313045,0.66267794,-0.9141518,-1.8065869,-2.025723
-2.27113,-1.2023554,2.0657067,0.3805073,2.4641535,3.7643564
-4.007406,-0.8229941,1.6659917,0.08237569,-0.24725828,-1.8181912
-3.1477256,-1.5758369,0.43193507,-1.557282,-1.5367702,-0.08790629
-1.46899,-1.0181171,-2.4663696,-3.204094,0.56820273,2.0811112
-1.4201257,-1.3639257,-1.75233,1.2862798,0.8151616,2.692539
1.4223598,-0.908226,-3.9442708,-6.937854,-1.2879738,2.3368456
-0.7649997,-1.6895978,-2.5578923,-6.6183934,-1.9558083,-1.2723697
-2.2460315,0.38448054,-1.1550828,-1.0959848,-0.35036114,-0.9104074
-1.5931177,-0.25457042,3.0969822,0.6428597,3.561066,7.861575
0.60453534,-2.667101,-2.1391323,-2.6869915,3.1085465,3.562532
-1.4315012,-0.39425182,-1.1024982,-0.25026637,-0.13017884,-2.1203551
-0.62647754,1.7324878,-0.7573204,-1.0025545,6.0513487,3.1217806
-3.2710433,-0.60631704,3.899345,0.007243529,-0.60979176,-2.2472055
0.82121056,0.51040554,-3.1179414,-3.4459155,1.4717516,3.1599922
-3.834122,-2.036023,1.228108,-0.540473,-0.46197286,-0.21786645
-4.209236,-1.1674194,0.574675,-1.9728383,-3.551983,-2.3502214
-1.9628043,-1.7365189,0.6386467,-1.1154475,0.083280444,-0.5720919
-1.0722706,0.20231375,-0.8973205,0.06104295,-1.2544188,-0.8706986
0.43205875,-1.294267,7.4071536,2.9828377,3.9967043,0.12018247
1.342717,-1.2867329,-1.0122435,-3.9170487,-5.623022,0.8897261
-0.7736851,0.19160947,-3.9274092,-5.2192483,1.9926096,3.3166456
1.8499764,1.3767505,-0.006637633,-3.6605484,-0.90575755,-2.1693938
1.2833434,-2.8670945,-3.0057886,-7.615016,-3.1852765,1.0599648
-3.0443053,-1.3146263,2.992101,-0.42959863,-0.8334321,-1.5812579
-1.345765,-2.2384038,-3.3525376,-3.7042277,-2.8587668,-1.0264858
-2.6804943,-1.3948965,1.3411894,-0.47237593,0.7866163,-1.3605171
-1.6435801,-1.0242736,1.9099077,0.042760447,-0.5859126,-0.45548162
-0.7382439,-1.8930154,-1.019862,-3.0017154,-3.195572,-1.4500524
-0.23991852,-1.8995908,0.23839583,-2.113106,-1.2181925,-1.9273387
0.0061693937,-0.7520436,2.7201447,2.9876602,1.2405263,0.56480104
0.8148697,-1.9577744,-2.1179976,-1.9405926,-0.59625125,2.799263
-0.8332839,-0.059827343,-0.44783866,0.59788746,0.41467607,0.19943187
-2.919008,-0.7409816,-1.1517878,0.95212734,1.0179198,0.69241434
-3.0346854,-1.2999396,0.8118552,0.93352866,-0.015555173,-1.3112148
-2.9828773,-1.2407787,-0.1621839,-1.5765027,0.9688051,-0.39882424
2.7001767,3.1943557,-2.4292173,-2.6754515,-0.43991616,-0.059497274
-3.5888095,-2.487913,-2.0127358,-2.8503065,-0.8743665,-1.0788769
-0.44226843,-1.0682578,-1.2581028,-2.333051,2.1881044,1.6352488
-3.20007,-0.49561632,-1.4045316,-0.36278874,-0.01011166,-2.9190478
-3.8269534,-2.0177708,1.1769489,0.07605402,2.3529031,1.7012833
-1.9140569,0.17343763,3.735381,-0.3241275,0.3621676,-1.1183574
1.5683813,-2.0070922,-2.3319116,-5.0337353,2.605613,0.75975925
-1.635435,-0.19257334,-0.70683473,-1.3806142,1.8752134,1.2500436
-0.40943754,-0.85748565,-2.9622607,-2.0641859,2.7818234,3.297761
-4.623821,-1.9249372,1.8032473,-0.49950498,0.35121194,-1.563516
-0.3443237,-1.4652425,-1.7676903,-3.9160748,-1.3883171,1.8152188
2.1633925,-1.7589897,-1.3901047,-6.5947113,-2.1514547,0.589847
1.5760254,-4.298045,-3.453204,-9.997359,-3.2548764,2.428949
4.1674848,-4.3130894,0.7747303,-4.999115,-0.4224748,4.745227
0.50048625,-2.6040862,-1.7471361,-3.7569735,1.5998889,0.13110688
-0.09766887,-0.701656,0.011856586,-1.8972908,-1.5423934,-1.2707322
-1.6893603,-1.5863326,1.1127884,0.18062092,1.1719282,-1.3318814
-2.4091392,-1.4795628,-2.6478488,-0.35616606,1.0650154,-0.33549455
-0.12596087,-1.5077994,-2.0631225,-0.36715847,0.6872833,1.7141689
-2.3802009,-1.4962325,0.9619944,-0.22500291,0.33718574,0.2518542
-2.8627973,2.867843,-0.4939744,-0.88219,0.59244275,-2.2948446
4.5762076,-1.2902824,-1.0637667,-4.912489,-1.3873547,1.2880912
-0.072365895,0.34529364,-1.0794952,2.164825,0.69013524,-0.7427891
-4.0060363,-0.8634888,0.8338652,-1.5694405,-0.5320274,-3.009277
-1.3211038,-1.0552489,-0.39355057,-2.1962292,0.6439431,0.42166892
-0.15911804,-1.5327487,-4.1607704,-3.0221756,-0.84433043,1.4345671
0.19906504,0.122722685,-3.2534266,0.14296265,2.5508294,1.9243865
-1.208618,1.7590837,-0.19116263,-3.2606351,-1.7903758,-3.6427839
0.028472453,0.75634384,2.525608,-0.3175565,-1.4005347,-3.314574
-2.0965652,-0.32192203,-1.5447854,0.97275674,-0.08569278,-2.05086
-2.7635136,-1.1898618,0.23120208,-0.51277,0.20799938,-0.70936054
-2.8956518,-1.483784,0.8311963,-0.3933679,0.23527905,-0.5549576
-1.6054741,1.6551621,1.6267556,-0.3254537,-0.89340377,-0.97448593
-1.5158685,-1.0301994,-4.5313916,-2.1696484,-0.23788476,0.55786186
2.0933213,-2.902923,-1.719849,-4.3945975,-3.030003,2.0957003
-3.7342982,2.8846757,4.3829637,-0.036229357,-0.6498859,1.165636
-1.5552442,2.0301962,-0.16340686,-1.0118405,0.89220476,-0.57492805
-2.9297245,-1.3234984,-2.1269193,-0.8155549,-0.3996102,-0.53424484
-3.5354981,-1.463085,0.47661114,-0.55003715,0.35242277,-0.77608466
-3.0861578,-0.605721,1.2614647,-1.3465023,-0.090111196,-0.36678264
-2.219984,-1.3090439,1.2964805,-0.75310814,1.443565,-1.4708312
-2.1478057,1.1060745,-1.0158283,-0.7595262,0.9051306,1.1238182
-2.5586743,-1.5241439,2.148688,1.0994802,1.5235356,-0.58950967
0.8159666,-0.86842597,-2.8297286,-4.17858,0.3217169,-0.12220285
0.39324617,-0.16559294,1.0599908,3.3895502,-0.07117394,-4.459923
-3.470886,-1.0944446,0.20504208,-1.8589919,0.15074515,-0.94995683
11.371648,-2.4193325,0.5829364,-9.317209,3.8713863,2.453531
0.22416152,-1.3846588,-3.6656213,-2.819488,1.0882678,4.1141415
-3.2807207,-1.0866324,0.06369044,-0.6892613,-0.45861518,-0.8566386
-2.2747338,-1.5478836,0.98498607,-0.63469845,1.7078212,0.8797183
4.749251,-5.778229,-0.3883415,-7.9152775,-0.44355553,5.5233603
-1.7485279,-0.69010377,-0.953494,-0.090424225,0.14228107,-1.2485095
0.43853343,0.09736478,0.66053456,-1.2613868,1.0371546,0.80734664
-3.3018794,-2.208835,-0.047760755,-2.4955726,-0.6167213,1.460941
-3.0354543,-1.2212504,-0.86577976,0.62537235,-0.17427462,-1.7503716
-2.6310196,0.15310937,0.75406533,-1.7785643,0.6748917,-1.1606593
-2.3324113,-1.150071,1.1785569,-0.7143487,-0.50783944,-1.0724287
-2.1916537,-0.55100536,2.9162922,1.2364556,1.208421,1.1412337
-2.0898108,-0.69970775,-2.393571,-0.9151801,-1.568345,-1.4768782
-3.634029,-0.8199403,-1.9121841,0.5735605,0.34615266,-2.4150164
2.2690854,0.063063234,0.67625123,-1.4075462,0.2603068,0.47322357
-0.946029,-2.4094718,-1.7411926,-1.5800506,2.1865046,2.8601313
-3.1521635,-1.0287979,1.3184971,-0.7039362,-0.12339181,-1.7159029
-1.9323183,-2.388239,-2.1159072,-1.9787632,-0.7553946,0.09567695
-2.1616447,-0.6094126,1.9500197,0.8072443,-1.6034192,-2.5523531
0.51257676,-0.48356774,-1.0329807,0.11291431,0.14779098,-3.1270988
-5.111174,-1.1175615,1.593228,-1.421849,-0.6041013,-2.3956282
-0.30617964,-0.8629668,-1.2788637,-2.0327566,-0.5579442,2.1660557
-0.83415675,-1.5098855,0.3916766,-3.063959,-1.8212566,0.27441207
-2.781571,-1.814466,0.98823726,-0.071219176,-0.10731606,-0.11135239
-1.9425892,-1.4282844,0.72837996,-0.66027117,0.43124536,0.7669098
-0.24031554,-0.7464875,-0.16917342,-3.3702607,-2.077124,-2.6530108
-2.028247,-0.07385597,-3.7887578,-2.5711453,-2.1081712,-1.3698407
-1.2532362,-0.81917965,1.5418221,0.69139916,-2.035369,-1.1556534
-2.8047981,0.024956033,-2.2893052,-0.50272155,1.4166876,-0.84239954
-2.2615888,-0.9099953,-0.20307174,-2.0862527,-2.310979,-1.6232339
-0.611028,-0.5555694,0.699566,1.3335756,1.3288344,-1.8312113
-3.4461067,-2.2871325,1.9834846,-0.62479347,1.2542448,0.17859823
-1.6593293,-0.86480737,-0.23835537,-0.6131435,1.4972574,0.99576086
-3.5941124,-2.2232802,1.6235228,-1.0755887,-0.4476535,-1.0096858
-1.9319628,0.08454183,-0.17883216,-1.4332663,2.8035088,-0.07687814
-4.003676,-1.8466961,0.855042,-0.5405208,-0.3790383,-0.4460496
-1.8267071,-0.8933178,0.684211,1.9984626,1.351483,0.97345185
-2.1997826,-0.4919776,0.8588084,1.2021782,-0.43505272,0.27918732
-3.0314353,-1.3359711,-2.5034943,-1.710142,1.3134364,-0.45900646
-1.187443,-2.149515,-2.5184383,-2.6671932,1.6973219,0.8076176
4.476032,-3.0555482,1.8475465,-4.5964217,5.343704,0.9533895
0.5983587,5.4743958,-1.0259798,-9.949689,6.5737815,4.2217836
-1.3875633,-1.8626287,0.92999876,-0.23727846,0.78273594,1.2389368
0.7309002,-3.918774,-2.543268,-2.6868536,-1.8300635,2.0864363
-1.0468346,-0.4352252,-5.158933,-2.5603666,-1.8114295,-2.0788374
-1.848042,0.3669921,0.009715572,1.2873662,0.31866667,0.86999065
-2.4722242,-1.1892016,0.7869218,-0.97012556,0.42184797,-1.6777569
-1.6986096,-1.6172945,-2.3325047,-3.368391,-1.7773818,1.0316119
-1.4878447,-0.7444953,-3.687719,-4.4506574,0.22167546,-0.8120469
-3.6583018,-1.6388594,0.9805809,-2.0328782,-0.8499272,-1.4235097
2.6652317,-2.5108902,-0.1698926,-6.1462383,-0.7861389,2.6824772
-1.7098595,-1.7488879,-4.1971326,-2.6054394,-1.0959888,-0.37582228
-1.3471828,-2.4862547,-3.05904,-4.5367165,2.3323333,1.5068754
-1.6981868,0.40008107,0.122749746,0.20550202,-0.47334418,-2.424645
-2.5320997,-1.507083,2.83143,0.9122684,1.278479,0.526935
-2.687718,4.5680447,5.652886,-2.4852896,3.3417006,3.6069927
-3.4644608,-0.9498941,-0.29678115,0.2789808,0.07409978,-0.6840392
-1.930837,-2.0298715,1.5692388,-0.9121814,1.7420772,0.80139273
-0.8620132,-1.3137763,-3.166935,-3.6698291,-2.1774929,1.6771488
-1.517221,-0.43843582,-1.8632319,0.23269065,-0.3816181,-0.5912467
-2.4717414,0.91116166,1.1068413,-0.82326293,-0.9358368,-1.946251
-0.8695381,-0.68063736,-4.318029,-6.350222,-0.5725415,3.4075177
-3.8058157,-1.3505994,-0.12723233,-1.6820887,0.42998675,-2.694613
2.0387416,-3.0143793,-4.5105076,-3.032256,-4.036702,-1.7568763
-3.414487,-1.9057052,1.5058626,-0.68704045,0.6152699,0.23892772
1.2343549,2.0807521,1.0260652,-3.567645,4.014713,2.5900407
-1.2997755,-0.89502704,0.15925212,1.9224511,0.54891074,1.2686657
0.89889723,-2.8116827,-2.432363,-6.130976,-3.5860026,1.0326548
-3.5121052,-0.76553667,1.7052815,2.3936765,0.08763754,0.31924924
-0.1459034,-0.26362717,1.803506,-0.40577668,1.2972423,-0.71352464
-2.0322113,-1.4096144,0.6724239,-0.067461535,0.71387327,-0.78265697
-1.444055,-1.846776,1.5081992,0.013230249,0.8599502,1.2967863
-2.4223077,-1.4699209,-2.4895654,-0.802506,0.74349177,1.4813573
-0.6038172,-0.009818144,-0.82110375,0.023759052,1.1578351,-0.41691515
0.3436774,8.9322815,2.9452775,-5.8776054,1.0370727,-1.6571777
-0.3318529,-0.7096598,0.71352255,-0.03154625,0.8401582,-1.4997301
0.3788553,-1.731056,0.0028039217,-1.0427755,-1.5897303,0.07838135
-0.8813704,-0.4400587,-0.0906441,0.5888121,1.05167,-1.0275851
-0.9757765,-1.0125878,0.703087,0.39997238,1.2348964,0.069994085
-0.8094166,-1.5301908,0.024203911,-1.3308578,0.12861837,1.0725589
-3.4241228,-1.7892745,1.0185727,0.2545882,0.88333654,0.23772445
-2.079821,-1.5703236,0.22655539,-1.2901293,1.2603322,-0.56894404
-2.287786,-0.7386739,-1.0632255,0.82779384,0.22732982,-0.21174997
-0.9653783,2.129814,0.28334546,0.4816413,4.034775,1.528577
-1.8855957,-1.9811562,0.25255972,-2.3023193,0.30040404,0.6187478
-3.0248091,-2.342429,2.881209,0.16639753,0.3642644,-0.91185856
-1.06852,0.4920945,2.9270134,1.3235946,0.8510337,-1.5456454
-3.717211,-1.5116241,0.5332289,0.05896698,-0.9877187,-1.2056507
0.049893215,13.038013,2.1887035,-14.152487,5.143488,7.0130796
-1.4306697,1.3376046,-0.36861593,1.9991931,0.25710112,-0.020168938
1.9330343,-1.9321042,-3.0411768,-4.024276,-0.71886647,1.5588576
-0.61696833,-0.30597484,0.53389615,1.1956741,0.03920187,3.673925
-1.3658539,0.42171463,0.7540544,-1.2986183,0.78259397,-2.9474652
-1.735048,-1.7851928,1.3306097,0.32845497,0.21652511,1.1501203
-0.61448455,-2.690942,-1.2194887,-2.760053,2.989001,4.3697305
1.0186629,-0.86987674,-2.7143874,-2.3548462,-3.0618362,1.1179143
0.4453268,-3.0864513,-3.1179464,-5.521033,-4.5950074,0.2889274
-2.617133,-1.0040921,-0.37655503,-2.1576724,1.6535773,-0.66114575
-3.1445482,-0.73129284,0.4860766,-0.086407915,0.01840663,-2.177625
-3.9165983,-1.3010664,1.5441035,-0.18263234,-0.7545346,-1.949983
1.1647166,0.27320626,0.03911175,-0.019297972,-0.18930298,-0.6237646
-2.2307978,-0.5395485,0.53996176,0.21385823,0.36478868,-2.2001376
0.22226791,-1.4308977,-4.874702,-3.2205484,4.0565615,2.4421473
-3.45404,-0.7349484,0.9175751,-1.3616742,0.852288,0.45721656
-3.39648,-1.4648323,3.1570122,0.40854043,1.6738647,-2.2932856
-3.5009985,-2.8852746,3.7338722,1.5812122,2.661017,1.7625979
-2.9011707,-1.0688889,-1.2844247,0.81917334,-0.06759116,-1.3151672
-1.7221259,-0.5787436,-0.38274002,0.25157124,-0.1525792,-1.3495882
-2.4330485,-1.4113953,0.0042942315,-0.6684988,0.91211176,-0.501929
-3.041996,-2.1091707,2.6506624,-0.31064916,0.45822802,-0.25140893
-0.49485213,-1.8505645,-1.4839679,-1.4924226,0.21380714,-0.020221181
-2.6768508,-2.154921,0.19271539,-1.4494898,0.89551854,1.1147977
-0.4520471,-2.0392637,-2.9286208,-4.0415998,-1.0673227,1.713645
-3.4896884,-1.5700853,1.2886167,-1.3620793,-1.2937456,-1.4066502
-1.6887742,-1.4386618,-1.4653318,-0.2976212,-1.1198885,0.1996741
-3.4278846,-1.3658233,1.9762803,-0.5712208,0.28088418,-2.2816737
0.6957466,0.03580582,-1.7145506,0.5222137,-1.1719238,1.1463684
-3.1068692,-1.1811692,-1.0072922,0.34036833,0.827227,-1.3219285
-3.9559011,-2.1637077,0.6698527,-1.0753294,1.0032394,0.30956396
-0.4115606,-1.3395258,-2.420341,0.091337815,1.1394435,2.1610959
1.8431162,-2.7073088,-0.6636716,-6.8228006,-5.3712454,-1.4661442
6.236172,-2.3920395,3.722678,-2.1155734,-1.2966187,-0.17685366
1.013986,-0.32081962,-1.6869949,-2.2869556,-1.0292498,0.32452878
0.59295386,-0.62520754,4.8869805,3.3953564,-1.2979172,-6.0374126
-0.4213004,-1.2712239,-1.7309836,-1.6896116,3.3472965,0.5814445
-2.0429065,0.12221488,-1.2976105,-0.9355714,0.43170473,-0.013806619
-1.6389357,-0.9860616,-0.85562694,-1.1426783,0.3377871,-0.32434276
0.004235238,-1.4229312,1.2355398,-2.7973087,0.107657254,1.453241
0.8851579,-1.992532,-0.47179896,-2.3318968,-2.2428298,0.79569155
-3.954587,-1.319525,1.8069048,0.046874836,0.22219911,-1.7652628
4.6032057,-3.3391883,-0.2444279,-2.1662037,-3.0141368,2.0029068
-1.496723,-0.85073066,-0.56193584,0.9218272,0.36873358,1.7503059
-2.238935,-1.4023399,-0.9404317,-1.2526504,1.5586945,1.6039503
-1.4613262,1.4707152,-1.323337,2.0104456,-0.22883993,-0.011971094
0.89661926,-4.9338517,-0.65673614,-4.556121,-6.384782,-1.3221629
-1.272551,-2.719349,4.0952888,-0.5644557,-0.26259473,2.7036521
-1.8666052,-0.7725986,-0.061718553,0.21042837,0.14845651,-1.8088788
-1.1612002,-0.43537745,0.329498,-0.11479646,1.222858,-0.84977335
-2.9402695,-0.0517897,-1.1789284,-0.84588087,-0.55778384,-1.3862991
-4.291785,-1.8559101,1.2161498,-0.5248228,-1.4950101,-0.4882128
-3.9083748,-2.160941,-0.25164852,-1.061856,0.01662007,-0.5113671
-2.0896108,-1.8649669,1.9286312,0.52315176,1.6675421,0.6069691
0.7012407,-3.0048368,-3.9457512,-7.0171657,-0.265463,2.6880264
1.8368047,-2.7579827,-3.418193,-0.5432397,2.155976,4.373477
-0.6931529,-1.9072921,-4.2267017,-3.3386881,5.211614,5.3705196
-0.41764748,6.330434,2.7500877,-3.4207761,3.9957674,1.4769789
-4.3450875,-2.1040347,1.127693,-0.82678264,0.31819656,-2.0463274
